DrugBank ID,Accession Numbers,Common name,CAS,UNII,Synonyms,Standard InChI Key
DB00130,NUTR00026,L-Glutamine,56-85-9,0RH81L854J,"(2S)-2-amino-4-carbamoylbutanoic acid | (2S)-2,5-diamino-5-oxopentanoic acid | (S)-2,5-diamino-5-oxopentanoic acid | Glutamic acid 5-amide | Glutamic acid amide | Glutamine | L-(+)-glutamine | L-2-aminoglutaramic acid | L-glutamic acid γ-amide | L-Glutamin | L-Glutaminsäure-5-amid | Levoglutamide | Q",ZDXPYRJPNDTMRX-VKHMYHEASA-N
DB00131,NUTR00011 | EXPT00512,Adenosine monophosphate,61-19-8,415SHH325A,5'-Adenosine monophosphate | 5'-Adenylic acid | 5'-AMP | 5'-O-Phosphonoadenosine | Adenosine 5'-(dihydrogen phosphate) | Adenosine 5'-monophosphate | Adenosine 5'-phosphate | ADENOSINE monophosphate | Adenosine phosphate | Adenosine-5'-Monophosphate | Adenosine-5'-monophosphoric acid | Adenosine-5'p | Adenosini phosphas | Adenylate | Adenylic acid | Ado5'p | AMP | Fosfato de adenosina | PAdo | Phosaden | Phosphaden | Phosphate d'adenosine,UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00132,NUTR00034,Alpha-Linolenic Acid,463-40-1,0RBV727H71,"(9,12,15)-linolenic acid | (9Z,12Z,15Z)-Octadecatrienoic acid | (Z,Z,Z)-9,12,15-octadecatrienoic acid | 9-cis,12-cis,15-cis-octadecatrienoic acid | 9,12,15-Octadecatrienoic acid | ALA | all-cis-9,12,15-Octadecatrienoic acid | alpha-Linolenic acid | cis-delta(9,12,15)-Octadecatrienoic acid | cis,cis,cis-9,12,15-Octadecatrienoic acid | Linolenic acid | α-linolenic acid",DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00133,NUTR00053 | DB03375,Serine,56-45-1,452VLY9402,(S)-2-Amino-3-hydroxypropanoic acid | (S)-Serine | alpha-Amino-beta-hydroxypropionic acid | beta-Hydroxyalanine | L-Serine | Ser | Serina | Serinum,MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00134,NUTR00038,L-Methionine,63-68-3,AE28F7PNPL,(2S)-2-amino-4-(Methylsulfanyl)butanoic acid | (S)-2-amino-4-(methylthio)butanoic acid | (S)-2-amino-4-(methylthio)butyric acid | (S)-methionine | L-(-)-Methionine | L-a-Amino-g-methylthiobutyric acid | L-alpha-amino-gamma-Methylmercaptobutyric acid | L-Methionin | L-Methionine | L-α-amino-γ-methylmercaptobutyric acid | M | Met | Methionine,FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00135,NUTR00059,L-Tyrosine,60-18-4,42HK56048U,(−)-α-amino-p-hydroxyhydrocinnamic acid | (2S)-2-amino-3-(4-hydroxyphenyl)propanoic acid | (S)-(-)-Tyrosine | (S)-2-Amino-3-(p-hydroxyphenyl)propionic acid | (S)-3-(p-Hydroxyphenyl)alanine | (S)-alpha-amino-4-Hydroxybenzenepropanoic acid | (S)-Tyrosine | (S)-α-amino-4-hydroxybenzenepropanoic acid | 4-hydroxy-L-phenylalanine | L-Tyrosin | Tyr | Tyrosine | Y,OUYCCCASQSFEME-QMMMGPOBSA-N
DB00136,NUTR00003 | APRD00246 | DB05314,Calcitriol,32222-06-3,FXC9231JVH,"(1S,3R,5Z,7E)-9,10-secocholesta-5,7,10-triene-1,3,25-triol | (1α,3β,5Z,7E)-9,10-secocholesta-5,7,10(19)-triene-1,3,25-triol | (5Z,7E)-(1S,3R)-9,10-secocholesta-5,7,10(19)-triene-1,3,25-triol | 1-alpha-25-Dihydroxyvitamin D3 | 1,25-DHCC | 1,25-dihydroxycholecalciferol | 1α,25-dihydroxycholecalciferol | 1α,25-dihydroxyvitamin D3 | 1α,25(OH)2D3 | Calcitriol | Calcitriolum",GMRQFYUYWCNGIN-NKMMMXOESA-N
DB00137,NUTR00036 | DB11138,Lutein,127-40-2,X72A60C9MT,Xanthophyll | Xantofyl,KBPHJBAIARWVSC-RGZFRNHPSA-N
DB00138,NUTR00023,Cystine,56-89-3,48TCX9A1VT,"(R,R)-3,3'-dithiobis(2-aminopropanoic acid) | L-alpha-Diamino-beta-dithiolactic acid | L-Cystine | L-Dicysteine | β,β'-dithiodialanine",LEVWYRKDKASIDU-IMJSIDKUSA-N
DB00139,NUTR00054,Succinic acid,110-15-6,AB6MNQ6J6L,"1,2-Ethanedicarboxylic acid | Acide butanedioique | Acide succinique | Acidum succinicum | Amber acid | Asuccin | Bernsteinsaeure | Bernsteinsaure | Butandisaeure | Butanedioic acid | Butanedionic acid | Dihydrofumaric acid | e363 | Ethylenesuccinic acid | HOOC-CH2-CH2-COOH | Spirit of amber | Succinate | Succinic acid",KDYFGRWQOYBRFD-UHFFFAOYSA-N
DB00140,NUTR00010 | APRD00626 | EXPT02760 | DB09358,Riboflavin,83-88-5,TLM2976OFR,"1-Deoxy-1-(7,8-dimethyl-2,4-dioxo-3,4-dihydrobenzo[g]pteridin-10(2H)-yl)pentitol | 6,7-Dimethyl-9-D-ribitylisoalloxazine | 7,8-Dimethyl-10-(D-ribo-2,3,4,5-tetrahydroxypentyl)isoalloxazine | 7,8-Dimethyl-10-ribitylisoalloxazine | E101 | Lactoflavin | Lactoflavine | Riboflavina | Riboflavine | Riboflavinum | Vitamin B2 | Vitamin G",AUNGANRZJHBGPY-SCRDCRAPSA-N
DB00141,NUTR00040,N-Acetylglucosamine,7512-17-6,V956696549,2-Acetamido-2-deoxy-D-glucose | aldehydo-N-acetyl-D-glucosamine | D-GlcNAc | N-Acetyl-D-glucosamine | N-Acetylchitosamine,MBLBDJOUHNCFQT-LXGUWJNJSA-N
DB00142,NUTR00027,Glutamic Acid,56-86-0,3KX376GY7L,(2S)-2-Aminopentanedioic acid | (S)-2-Aminopentanedioic acid | (S)-Glutamic acid | Glu | L-Glutamate | L-Glutamic acid | L-Glutaminic acid,WHUUTDBJXJRKMK-VKHMYHEASA-N
DB00143,NUTR00029 | EXPT01650,Glutathione,70-18-8,GAN16C9B8O,5-L-Glutamyl-L-cysteinylglycine | gamma-L-Glutamyl-L-cysteinyl-glycine | Glutathione | Glutathione-SH | GSH | N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine | Reduced glutathione,RWSXRVCMGQZWBV-WDSKDSINSA-N
DB00144,NUTR00048,Phosphatidyl serine,1446756-47-3,394XK0IH40,Phosphatidyl-L-serine | Phosphatidylserine | PS | Ptd-L-Ser,UNJJBGNPUUVVFQ-ZJUUUORDSA-N
DB00145,NUTR00028,Glycine,56-40-6,TE7660XO1C,Aminoacetic acid | Aminoessigsäure | Aminoethanoic acid | Gly | Glycin | Glycocoll | Glykokoll | Glyzin | Leimzucker,DHMQDGOQFOQNFH-UHFFFAOYSA-N
DB00146,NUTR00006 | APRD00428,Calcidiol,19356-17-3,T0WXW8F54E,"(3S,5Z,7E)-9,10-secocholesta-5,7,10-triene-3,25-diol | (3β,5Z,7E)-9,10-secocholesta-5,7,10(19)-triene-3,25-diol | (5Z,7E)-(3S)-9,10-secocholesta-5,7,10(19)-triene-3,25-diol | 25-hydroxycholecalciferol | 25-Hydroxyvitamin D3 | Calcidiol | Calcifédiol | Calcifediol | Calcifediol anhydrous | Calcifediol Anhydrous | Calcifediolum",JWUBBDSIWDLEOM-DTOXIADCSA-N
DB00147,NUTR00049,Pyridoxal,66-72-8,3THM379K8A,2-methyl-3-hydroxy-4-formyl-5-hydroxymethylpyridine | 3-hydroxy-5-(hydroxymethyl)-2-methyl-4-pyridinecarboxaldehyde | 3-hydroxy-5-(hydroxymethyl)-2-methylisonicotinaldehyde | 3-hydroxy-5-(hydroxymethyl)-2-methylpyridine-4-carboxaldehyde | Piridoxal | Pyridoxaldehyde,RADKZDMFGJYCBB-UHFFFAOYSA-N
DB00148,NUTR00022,Creatine,57-00-1,MU72812GK0,((amino(Imino)methyl)(methyl)amino)acetic acid | (alpha-Methylguanido)acetic acid | (N-methylcarbamimidamido)acetic acid | (α-methylguanido)acetic acid | alpha-Methylguanidino acetic acid | Creatin | Creatine | Kreatin | Methylglycocyamine | N-(aminoiminomethyl)-N-methylglycine | N-[(e)-AMINO(imino)methyl]-N-methylglycine | N-Amidinosarcosine | N-Carbamimidoyl-N-methylglycine | N-Methyl-N-guanylglycine,CVSVTCORWBXHQV-UHFFFAOYSA-N
DB00149,NUTR00033,L-Leucine,61-90-5,GMW67QNF9C,(2S)-2-Amino-4-methylpentanoic acid | (2S)-alpha-2-Amino-4-methylvaleric acid | (2S)-alpha-Leucine | (S)-(+)-Leucine | (S)-Leucine | 2-Amino-4-methylvaleric acid | L | L-Leucin | L-Leuzin | Leu | Leucine,ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00150,NUTR00058 | EXPT02064,L-Tryptophan,73-22-3,8DUH1N11BX,(2S)-2-amino-3-(1H-indol-3-yl)propanoic acid | (S)-alpha-Amino-beta-(3-indolyl)-propionic acid | (S)-Tryptophan | (S)-α-amino-1H-indole-3-propanoic acid | L-(-)-Tryptophan | L-(−)-tryptophan | L-β-3-indolylalanine | Trp | Tryptophan | W,QIVBCDIJIAJPQS-VIFPVBQESA-N
DB00151,NUTR00018 | DB04443 | DB09485,L-Cysteine,52-90-4,K848JZ4886,(2R)-2-amino-3-mercaptopropanoic acid | (2R)-2-amino-3-sulfanylpropanoic acid | (R)-2-Amino-3-mercaptopropanoic acid | Cys | Cysteine | Free Cysteine | L-2-Amino-3-mercaptopropionic acid | L-Cys | L-Cystein | L-Zystein,XUJNEKJLAYXESH-REOHCLBHSA-N
DB00152,NUTR00009 | APRD00552 | EXPT03222,Thiamine,59-43-8,4ABT0J945J,3-(4-AMINO-2-methyl-pyrimidin-5-ylmethyl)-5-(2-hydroxy-ethyl)-4-methyl-thiazol-3-ium | Aneurin | Antiberiberi factor | Thiamin | Thiamine | thiamine(1+) | thiamine(1+) ion | thiaminium | Vitamin B1,JZRWCGZRTZMZEH-UHFFFAOYSA-N
DB00153,NUTR00005 | APRD00426,Ergocalciferol,50-14-6,VS041H42XC,"(3β,5Z,7E,22E)-9,10-secoergosta-5,7,10(19),22-tetraen-3-ol | (5Z,7E,22E)-(3S)-9,10-seco-5,7,10(19),22-ergostatetraen-3-ol | (5Z,7E,22E)-(3S)-9,10-secoergosta-5,7,10(19),22-tetraen-3-ol | Activated ergosterol | Ercalciol | Ergocalciférol | Ergocalciferol | Ergocalciferolum | Oleovitamin D2 | Viosterol | Vitamin D2 | Vitamina D2",MECHNRXZTMCUDQ-RKHKHRCZSA-N
DB00154,NUTR00032,Dihomo-gamma-linolenic acid,1783-84-2,FC398RK06S,"(8Z,11Z,14Z)-Icosatrienoic acid | (Z,Z,Z)-8,11,14-Eicosatrienoic acid | (Z,Z,Z)-8,11,14-Icosatrienoate | (Z,Z,Z)-8,11,14-Icosatrienoic acid | 20:3, n-6,9,12 all-cis | 8,11,14-Eicosatrienoic Acid | 8c,11c,14c-eicosatrienoic acid | 8c,11c,14c-Eicosatriensaeure | all-cis-8,11,14-eicosatrienoic acid | all-cis-8,11,14-icosatrienoic acid | all-cis-eicosa-8,11,14-trienoic acid | all-cis-Eicosa-8,11,14-triensaeure | all-cis-icosa-8,11,14-trienoic acid | C20:3, n-6,9,12 all-cis | cis,cis,cis-8,11,14-eicosatrienoic acid | DGLA | Dihomo-γ-linolenic acid | eicosa-8Z,11Z,14Z-trienoic acid | gamma-Homolinolenic acid | Homo-gamma-linolenic acid | Homo-gamma-linolensaeure",HOBAELRKJCKHQD-QNEBEIHSSA-N
DB00155,NUTR00021,L-Citrulline,372-75-8,29VT07BGDA,(S)-2-Amino-5-ureidopentanoic acid | 2-Amino-5-ureidovaleric acid | alpha-amino-delta-Ureidovaleric acid | Cit | Citrulline | delta-Ureidonorvaline | L-2-Amino-5-ureidovaleric acid | L-Citrulline | N(5)-(Aminocarbonyl)-L-ornithine | N(delta)-Carbamylornithine | N5-(Aminocarbonyl)ornithine | N5-Carbamoyl-L-ornithine | N5-carbamoylornithine | α-amino-δ-ureidovaleric acid | δ-ureidonorvaline,RHGKLRLOHDJJDR-BYPYZUCNSA-N
DB00156,NUTR00057,L-Threonine,72-19-5,2ZD004190S,"(2S,3R)-(-)-Threonine | (2S)-threonine | 2-Amino-3-hydroxybutyric acid | L-(-)-Threonine | L-2-Amino-3-hydroxybutyric acid | L-alpha-amino-beta-hydroxybutyric acid | L-Threonin | L-α-amino-β-hydroxybutyric acid | Thr | Threonine",AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00157,NUTR00041 | DB01907 | EXPT02287 | DB03527,NADH,58-68-4,4J24DQ0916,"1,4-dihydronicotinamide adenine dinucleotide | DPNH | NAD reduced form | Nicotinamide adenine dinucleotide (reduced) | Nicotinamide-adenine dinucleotide, reduced | Reduced nicotinamide adenine diphosphate | Reduced nicotinamide-adenine dinucleotide",BOPGDPNILDQYTO-NNYOXOHSSA-N
DB00158,NUTR00025,Folic Acid,59-30-3,935E97BOY8,"Folacin | Folate | Folic acid | Folsaeure | N-[(4-{[(2-amino-4-oxo-1,4-dihydropteridin-6-yl)methyl]amino}phenyl)carbonyl]-L-glutamic acid | N-Pteroyl-L-glutamic acid | PGA | PteGlu | Pteroyl-L-glutamate | Pteroyl-L-glutamic acid | Pteroyl-L-monoglutamic acid | Pteroylglutamic acid | Vitamin B9 | Vitamin Bc | Vitamin M",OVBPIULPVIDEAO-LBPRGKRZSA-N
DB00159,NUTR00024,Icosapent,10417-94-4,AAN7QOV9EA,"(5Z,8Z,11Z,14Z,17Z)-5,8,11,14,17-Eicosapentaenoic acid | (5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoate | (5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoic acid | (5Z,8Z,11Z,14Z,17Z)-Icosapentaenoic acid | (all-Z)-5,8,11,14,17-Eicosapentaenoic acid | 5,8,11,14,17-EICOSAPENTAENOIC acid | 5,8,11,14,17-Icosapentaenoic acid | all-cis-5,8,11,14,17-eicosapentaenoic acid | all-cis-5,8,11,14,17-icosapentaenoic acid | all-cis-icosa-5,8,11,14,17-pentaenoic acid | cis-5,8,11,14,17-Eicosapentaenoic acid | cis-5,8,11,14,17-EPA | cis-delta(5,8,11,14,17)-Eicosapentaenoic acid | cis, cis, cis, cis, cis-Eicosa-5,8,11,14,17-pentaenoic acid | Eicosapentaenoic acid | EPA | Icosapent | Icosapentaenoic acid | Icosapento | Icosapentum | Timnodonic acid",JAZBEHYOTPTENJ-JLNKQSITSA-N
DB00160,NUTR00013,L-Alanine,56-41-7,OF5P57N2ZX,(2S)-2-aminopropanoic acid | (S)-2-aminopropanoic acid | (S)-alanine | Alanine | L-2-Aminopropionic acid | L-Alanin | L-alpha-Alanine | L-α-alanine,QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00161,NUTR00060,L-Valine,72-18-4,HG18B9YRS7,(2S)-2-Amino-3-methylbutanoic acid | (S)-Valine | 2-Amino-3-methylbutyric acid | L-(+)-alpha-Aminoisovaleric acid | L-alpha-Amino-beta-methylbutyric acid | Val | Valine,KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00162,NUTR00007 | APRD00486,Vitamin A,68-26-8,G2SH0XKK91,"(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraen-1-ol | all-trans-retinol | all-trans-retinyl alcohol | all-trans-vitamin A alcohol | Retinol | Vitamin A1",FPIPGXGPPPQFEQ-OVSJKPMPSA-N
DB00163,NUTR00061 | EXPT03227,Vitamin E,59-02-9,N9PR3490H9,"(+)-α-tocopherol | (2R,4'R,8'R)-α-tocopherol | (2R)-2,5,7,8-TETRAMETHYL-2-[(4R,8R)-4,8,12-TRIMETHYLTRIDECYL]CHROMAN-6-OL | (R,R,R)-α-tocopherol | 5,7,8-trimethyltocol | alpha-tocopherol | d-α-tocopherol",GVJHHUAWPYXKBD-IEOSBIPESA-N
DB00165,NUTR00002 | APRD00204,Pyridoxine,65-23-6,KV2JZ1BI6Z,"2-Methyl-3-hydroxy-4,5-dihydroxymethylpyridine | 3-hydroxy-4,5-bis(hydroxymethyl)-2-methylpyridine | 3-Hydroxy-4,5-dimethylol-alpha-picoline | 5-Hydroxy-6-methyl-3,4-pyridinedimethanol | Pyridoxine | Pyridoxol | Vitamin B6",LXNHXLLTXMVWPM-UHFFFAOYSA-N
DB00166,NUTR00035,Lipoic Acid,1200-22-2,VLL71EBS9Z,"(+)-alpha-Lipoic acid | (R)-(+)-Lipoate | (R)-(+)-lipoic acid | (R)-1,2-Dithiolane-3-pentanoic acid | (R)-1,2-dithiolane-3-valeric acid | (R)-6,8-thioctic acid | (R)-lipoic acid | alpha-Lipoic acid | alpha-Liponsäure | D-thioctic acid | R-(+)-thioctic acid | R-alpha-lipoic acid | Thioctic acid D-form | α-lipoic acid",AGBQKNBQESQNJD-SSDOTTSWSA-N
DB00167,NUTR00031,L-Isoleucine,73-32-5,04Y7590D77,"(2S,3S)-2-Amino-3-methylpentanoic acid | 2-Amino-3-methylvaleric acid | alpha-amino-beta-methylvaleric acid | I | Ile | Isoleucine | L-Isoleucine | α-amino-β-methylvaleric acid",AGPKZVBTJJNPAG-WHFBIAKZSA-N
DB00168,NUTR00046,Aspartame,22839-47-0,Z0H242BBR1,1-Methyl N-L-alpha-aspartyl-L-phenylalanate | 1-Methyl N-L-alpha-aspartyl-L-phenylalanine | 1-methyl N-L-α-aspartyl-L-phenylalanate | 3-Amino-N-(alpha-carboxyphenethyl)succinamic acid N-methyl ester | 3-Amino-N-(alpha-methoxycarbonylphenethyl) succinamic acid | 3-Amino-N-(α-carboxyphenethyl)succinamic acid N-methyl ester | 3-Amino-N-(α-methoxycarbonylphenethyl) succinamic acid | Asp-phe-ome | Aspartam | Aspartame | Aspartamo | Aspartamum | Aspartylphenylalanine methyl ester | L-Aspartyl-L-phenylalanine methyl ester,IAOZJIPTCAWIRG-QWRGUYRKSA-N
DB00169,NUTR00008 | APRD00506,Cholecalciferol,67-97-0,1C6V77QF41,"(+)-vitamin D3 | (1S,3Z)-3-[(2e)-2-[(1R,3AR,7as)-7a-methyl-1-[(2R)-6-methylheptan-2-yl]-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylidene-cyclohexan-1-ol | (3β,5Z,7E)-9,10-secocholesta-5,7,10(19)-trien-3-ol | (5Z,7E)-(3S)-9,10-secocholesta-5,7,10(19)-trien-3-ol | Activated 7-dehydrocholesterol | Calciol | CC | Colecalciferol | colecalciferolum | Oleovitamin D3 | Vitamin D-3 | Vitamin D3",QYSXJUFSXHHAJI-YRZJJWOYSA-N
DB00170,NUTR00062,Menadione,58-27-5,723JX6CXY5,"2-Methyl-1,4-Naphthalenedione | 2-Methyl-1,4-naphthochinon | 2-Methyl-1,4-naphthoquinone | Menadione | Vitamin K3",MJVAVZPDRWSRRC-UHFFFAOYSA-N
DB00171,NUTR00017 | EXPT00007,ATP,56-65-5,8L70Q75FXE,Adenosine 5'-triphosphate | Adenosine triphosphate | Adenosine-5'-triphosphate | ATP,ZKHQWZAMYRWXGA-KQYNXXCUSA-N
DB00172,NUTR00047,L-Proline,147-85-3,9DLQ4CIU6V,(-)-2-Pyrrolidinecarboxylic acid | (−)-(S)-proline | (−)-2-pyrrolidinecarboxylic acid | (−)-proline | (2S)-pyrrolidine-2-carboxylic acid | (S)-2-Carboxypyrrolidine | (S)-2-Pyrrolidinecarboxylic acid | (S)-pyrrolidine-2-carboxylic acid | 2-Pyrrolidinecarboxylic acid | L-(−)-proline | L-alpha-pyrrolidinecarboxylic acid | L-Prolin | L-pyrrolidine-2-carboxylic acid | L-α-pyrrolidinecarboxylic acid | P | Prolina | Proline | Prolinum,ONIBWKKTOPOVIA-BYPYZUCNSA-N
DB00173,NUTR00012 | EXPT00520,Adenine,73-24-5,JAC85A2161,6-Aminopurine | Adenin | Vitamin B4,GFFGJBXGBJISGV-UHFFFAOYSA-N
DB00174,NUTR00015,L-Asparagine,70-47-3,5Z33R5TKO7,"(2S)-2-amino-3-carbamoylpropanoic acid | (2S)-2,4-diamino-4-oxobutanoic acid | (S)-2-amino-3-carbamoylpropanoic acid | (S)-Asparagine | 2-Aminosuccinamic acid | alpha-aminosuccinamic acid | Asn | Asparagine | Aspartamic acid | L-2-aminosuccinamic acid | L-Asparagin | L-Asparagine | L-aspartic acid beta-amide | L-aspartic acid β-amide | N | α-aminosuccinamic acid",DCXYFEDJOCDNAF-REOHCLBHSA-N
DB00175,APRD00328,Pravastatin,81093-37-0,KXO2KT9N0G,"(+)-(3R,5R)-3,5-Dihydroxy-7-[(1S,2S,6S,8S,8ar)-6-hydroxy-2-methyl-8-{[(S)-2-methylbutyryl]oxy}-1,2,6,7,8,8a-hexahydro-1-naphthyl]heptanoic acid | Pravastatin acid | Pravastatina | Pravastatine | Pravastatinum",TUZYXOIXSAXUGO-PZAWKZKUSA-N
DB00176,APRD00425,Fluvoxamine,54739-18-3,O4L1XPO44W,Fluvoxamina | Fluvoxamine | Fluvoxaminum,CJOFXWAVKWHTFT-XSFVSMFZSA-N
DB00177,APRD00133,Valsartan,137862-53-4,80M03YXJ7I,(S)-N-Valeryl-N-{[2'-(1H-tetrazol-5-yl)biphenyl-4-yl]-methyl}-valine | N-(P-(O-1H-Tetrazol-5-ylphenyl)benzyl)-N-valeryl-L-valine | N-pentanoyl-N-{[2'-(1H-tetrazol-5-yl)biphenyl-4-yl]methyl}-L-valine,ACWBQPMHZXGDFX-QFIPXVFZSA-N
DB00178,APRD00009,Ramipril,87333-19-5,L35JN3I7SJ,"(2S-(1(R*(r*)),2alpha,3abeta,6abeta))-1-(2-((1-(ethoxycarbonyl)-3-phenylpropyl)amino)-1-oxopropyl)octahydrocyclopenta(b)pyrrole-2-carboxylic acid | Altace (tn) | Ramipril | Ramiprilum | Tritace",HDACQVRGBOVJII-JBDAPHQKSA-N
DB00179,APRD01084 | DB05900,Masoprocol,27686-84-6,7BO8G1BYQU,"erythro-nordihydroguaiaretic acid | Masoprocolum | meso-1,4-bis(3,4-dihydroxyphenyl)-2,3-dimethylbutane | meso-2,3-bis(3,4-dihydroxyphenylmethyl)butane | meso-4-[4-(3,4-dihydroxyphenyl)-2,3-dimethylbutyl]benzene-1,2-diol | meso-4,4'-(2,3-dimethyl-1,4-butanediyl)bis(pyrocatechol) | meso-4,4'-(2,3-dimethyltetramethylene)dipyrocatechol | meso-NDGA | meso-nordihydroguaiaretic acid | meso-β,γ-dimethyl-α,δ-bis(3,4-dihydroxyphenyl)butan | Nordihydroguaiaretic acid",HCZKYJDFEPMADG-TXEJJXNPSA-N
DB00180,APRD00976,Flunisolide,3385-03-3,78M02AA8KF,Flunisolida | Flunisolide | Flunisolide anhydrous | Flunisolidum,XSFJVAJPIHIPKU-XWCQMRHXSA-N
DB00181,APRD00551,Baclofen,1134-47-0,H789N3FKE8,(+-)-Baclofen | 4-Amino-3-(4-chlorophenyl)butyric acid | Baclofene | Baclofeno | Baclofenum | beta-(4-Chlorophenyl)gaba | beta-(Aminomethyl)-4-chlorobenzenepropanoic acid | beta-(Aminomethyl)-P-chlorohydrocinnamic acid | beta-(P-Chlorophenyl)-gamma-aminobutyric acid | DL-4-Amino-3-P-chlorophenylbutanoic acid | DL-Baclofen | gamma-Amino-beta-(P-chlorophenyl)butyric acid,KPYSYYIEGFHWSV-UHFFFAOYSA-N
DB00182,APRD00480,Amphetamine,300-62-9,CK833KGX7E,1-phenyl-2-aminopropane | 1-Phenylpropan-2-amin | alpha-Methylbenzeneethaneamine | alpha-Methylphenylethylamine | Amfetamine | Amfetaminum | Amphetamin | Amphetamine | beta-Aminopropylbenzene | beta-Phenylisopropylamin | beta-Phenylisopropylamine | Desoxynorephedrine | rac-(2R)-1-phenylpropan-2-amine | rac-amphetamine | α-methylbenzeneethaneamine | α-methylphenethylamine | β-aminopropylbenzene | β-phenylisopropylamine,KWTSXDURSIMDCE-UHFFFAOYSA-N
DB00183,APRD01172,Pentagastrin,5534-95-2,EF0NX91490,"",NEYNJQRKHLUJRU-DZUOILHNSA-N
DB00184,APRD00200 | EXPT02315 | DB09463 | DB11303,Nicotine,54-11-5,6M3C89ZY6R,(−)-nicotine | (S)-(−)-nicotine | (S)-3-(1-methylpyrrolidin-2-yl)pyridine | (S)-3-(N-methylpyrrolidin-2-yl)pyridine | (S)-Nicotine | 3-(2-(N-methylpyrrolidinyl))pyridine | 3-(N-methylpyrollidino)pyridine | L(−)-nicotine | Nicotine betadex | Nicotine polacrilex,SNICXCGAKADSCV-JTQLQIEISA-N
DB00185,APRD00224,Cevimeline,107233-08-9,K9V0CDQ56E,"2-Methyspiro(1,3-oxathiolane-5,3)quinuclidine | Cevimelina | Cevimelinum | Sni 2011",WUTYZMFRCNBCHQ-LHIURRSHSA-N
DB00186,APRD00116,Lorazepam,846-49-1,O26FZP769L,o-Chlorooxazepam | o-Chloroxazepam,DIWRORZWFLOCLC-UHFFFAOYSA-N
DB00187,APRD00954,Esmolol,81147-92-4,MDY902UXSR,(±)-esmolol | (±)-methyl p-(2-hydroxy-3-(isopropylamino)propoxy)hydrocinnamate | 3-[4-(2-Hydroxy-3-isopropylamino-propoxy)-phenyl]-propionic acid methyl ester | Methyl 4-(2-hydroxy-3-((1-methylethyl)amino)propoxy)benzenepropanoate | methyl p-(2-hydroxy-3-(isopropylamino)propoxy)hydrocinnamate,AQNDDEOPVVGCPG-UHFFFAOYSA-N
DB00188,APRD00828 | DB07475,Bortezomib,179324-69-7,69G8BD63PP,[(1R)-3-methyl-1-({(2S)-3-phenyl-2-[(pyrazin-2-ylcarbonyl)amino]propanoyl}amino)butyl]boronic acid | N-[(1R)-1-(DIHYDROXYBORYL)-3-methylbutyl]-N-(pyrazin-2-ylcarbonyl)-L-phenylalaninamide | N-[(1R)-1-(DIHYDROXYBORYL)-3-METHYLBUTYL]-N-(PYRAZIN-2-YLCARBONYL)-L-PHENYLALANINAMIDE,GXJABQQUPOEUTA-RDJZCZTQSA-N
DB00189,APRD00958,Ethchlorvynol,113-18-8,6EIM3851UZ,1-chloro-3-ethyl-1-penten-4-yn-3-ol | 1-Chloro-3-ethyl-pent-1-en-4-yn-3-ol | 3-(beta-chlorovinyl)-1-pentyn-3-ol | 3-(β-chlorovinyl)-1-pentyn-3-ol | ethyl β-chlorovinyl ethynyl carbinol | β-chlorovinyl ethyl ethynyl carbinol,ZEHYJZXQEQOSON-AATRIKPKSA-N
DB00190,APRD00160,Carbidopa,28860-95-9,KR87B45RGH,"(-)-L-alpha-Hydrazino-3,4-dihydroxy-alpha-methylhydrocinnamic acid monohydrate | (S)-(−)-carbidopa | (S)-carbidopa | (αS)-α-hydrazino-3,4-dihydroxy-α-methylbenzenepropanoic acid | Carbidopum | L-3-(3,4-dihydroxyphenyl)-2-methyl-2-hydrazinopropionic acid | L-α-methyldopahydrazine",TZFNLOMSOLWIDK-JTQLQIEISA-N
DB00191,APRD00093,Phentermine,122-09-8,C045TQL4WP,"alpha,alpha-Dimethylphenethylamine | Fentermina | Phentermine resin | Phenterminum",DHHVAGZRUROJKS-UHFFFAOYSA-N
DB00192,APRD01032,Indecainide,74517-78-5,3AZF20DM1T,Indecainida | Indecainide | Indecainidum,UCEWGESNIULAGX-UHFFFAOYSA-N
DB00193,APRD00028,Tramadol,27203-92-5,39J1LGJ30J,(+)-Tramadol | (+)-trans-2-(Dimethylaminomethyl)-1-(m-methoxyphenyl)cyclohexanol,TVYLLZQTGLZFBW-ZBFHGGJFSA-N
